Periodo,Region,Producto,Envasado,Presentacion,Marca,Contenido_ml,Costo_Produccion ,Precio_Venta,Total_Venta,Costo_envio,Total_a_pagar,Ganancia,Pedido
2019_PRI,Belgica,Cerveza Heineken 12 pack 355ml Botella,Botella,12 Pack 355ml,Cuahutemoc,355,159.6,228,1368,246.24,1614.24,410.4,6
2019_PRI,Belgica,Cerveza Heineken 12 pack 355ml Botella,Botella,12 Pack 355ml,Cuahutemoc,355,159.6,228,684,123.12,807.12,205.2,3
2019_VER,Belgica,Cerveza Heineken 12 pack 355ml Botella,Botella,12 Pack 355ml,Cuahutemoc,355,159.6,228,2052,369.36,2421.36,615.6,9
2019_VER,Belgica,Cerveza Heineken 12 pack 355ml Botella,Botella,12 Pack 355ml,Cuahutemoc,355,159.6,228,2280,410.4,2690.4,684,10
2019_VER,Belgica,Cerveza Heineken 12 pack 355ml Botella,Botella,12 Pack 355ml,Cuahutemoc,355,159.6,228,1824,328.32,2152.32,547.2,8
2019_VER,Belgica,Cerveza Heineken 12 pack 355ml Botella,Botella,12 Pack 355ml,Cuahutemoc,355,159.6,228,1368,246.24,1614.24,410.4,6
2019_VER,Belgica,Cerveza Heineken 12 pack 355ml Botella,Botella,12 Pack 355ml,Cuahutemoc,355,159.6,228,2052,369.36,2421.36,615.6,9
2019_OTO,Belgica,Cerveza Heineken 12 pack 355ml Botella,Botella,12 Pack 355ml,Cuahutemoc,355,159.6,228,1824,328.32,2152.32,547.2,8
2019_OTO,Belgica,Cerveza Heineken 12 pack 355ml Botella,Botella,12 Pack 355ml,Cuahutemoc,355,159.6,228,1596,287.28,1883.28,478.8,7
2019_OTO,Belgica,Cerveza Heineken 12 pack 355ml Botella,Botella,12 Pack 355ml,Cuahutemoc,355,159.6,228,1368,246.24,1614.24,410.4,6
2019_OTO,Belgica,Cerveza Heineken 12 pack 355ml Botella,Botella,12 Pack 355ml,Cuahutemoc,355,159.6,228,684,123.12,807.12,205.2,3
2019_OTO,Belgica,Cerveza Heineken 12 pack 355ml Botella,Botella,12 Pack 355ml,Cuahutemoc,355,159.6,228,1824,328.32,2152.32,547.2,8
2019_INV,Belgica,Cerveza Heineken 12 pack 355ml Botella,Botella,12 Pack 355ml,Cuahutemoc,355,159.6,228,1368,246.24,1614.24,410.4,6
2019_INV,Belgica,Cerveza Heineken 12 pack 355ml Botella,Botella,12 Pack 355ml,Cuahutemoc,355,159.6,228,1824,328.32,2152.32,547.2,8
2019_INV,Belgica,Cerveza Heineken 12 pack 355ml Botella,Botella,12 Pack 355ml,Cuahutemoc,355,159.6,228,1368,246.24,1614.24,410.4,6
2019_INV,Belgica,Cerveza Heineken 12 pack 355ml Botella,Botella,12 Pack 355ml,Cuahutemoc,355,159.6,228,1824,328.32,2152.32,547.2,8
2019_INV,Belgica,Cerveza Heineken 12 pack 355ml Botella,Botella,12 Pack 355ml,Cuahutemoc,355,159.6,228,1596,287.28,1883.28,478.8,7
2019_INV,Belgica,Cerveza Heineken 12 pack 355ml Botella,Botella,12 Pack 355ml,Cuahutemoc,355,159.6,228,1824,328.32,2152.32,547.2,8
2019_INV,Belgica,Cerveza Heineken 12 pack 355ml Botella,Botella,12 Pack 355ml,Cuahutemoc,355,159.6,228,1140,205.2,1345.2,342,5
2019_INV,Belgica,Cerveza Heineken 12 pack 355ml Botella,Botella,12 Pack 355ml,Cuahutemoc,355,159.6,228,1368,246.24,1614.24,410.4,6
2019_INV,Belgica,Cerveza Heineken 12 pack 355ml Botella,Botella,12 Pack 355ml,Cuahutemoc,355,159.6,228,1596,287.28,1883.28,478.8,7
2019_INV,Belgica,Cerveza Heineken 12 pack 355ml Botella,Botella,12 Pack 355ml,Cuahutemoc,355,159.6,228,2280,410.4,2690.4,684,10
2019_INV,Belgica,Cerveza Heineken 12 pack 355ml Botella,Botella,12 Pack 355ml,Cuahutemoc,355,159.6,228,1824,328.32,2152.32,547.2,8
2019_INV,Belgica,Cerveza Heineken 12 pack 355ml Botella,Botella,12 Pack 355ml,Cuahutemoc,355,159.6,228,1368,246.24,1614.24,410.4,6
2019_INV,Belgica,Cerveza Heineken 12 pack 355ml Botella,Botella,12 Pack 355ml,Cuahutemoc,355,159.6,228,912,164.16,1076.16,273.6,4
2019_INV,Belgica,Cerveza Heineken 12 pack 355ml Botella,Botella,12 Pack 355ml,Cuahutemoc,355,159.6,228,1596,287.28,1883.28,478.8,7
2019_INV,Belgica,Cerveza Heineken 12 pack 355ml Botella,Botella,12 Pack 355ml,Cuahutemoc,355,159.6,228,1596,287.28,1883.28,478.8,7
2019_PRI,Japon,Cerveza Heineken 12 pack 355ml Botella,Botella,12 Pack 355ml,Cuahutemoc,355,159.6,228,2052,492.48,2544.48,615.6,9
2019_VER,Japon,Cerveza Heineken 12 pack 355ml Botella,Botella,12 Pack 355ml,Cuahutemoc,355,159.6,228,1140,273.6,1413.6,342,5
2019_VER,Japon,Cerveza Heineken 12 pack 355ml Botella,Botella,12 Pack 355ml,Cuahutemoc,355,159.6,228,912,218.88,1130.88,273.6,4
2019_OTO,Japon,Cerveza Heineken 12 pack 355ml Botella,Botella,12 Pack 355ml,Cuahutemoc,355,159.6,228,684,164.16,848.16,205.2,3
2019_INV,Japon,Cerveza Heineken 12 pack 355ml Botella,Botella,12 Pack 355ml,Cuahutemoc,355,159.6,228,2052,492.48,2544.48,615.6,9
2019_INV,Japon,Cerveza Heineken 12 pack 355ml Botella,Botella,12 Pack 355ml,Cuahutemoc,355,159.6,228,2052,492.48,2544.48,615.6,9
2019_INV,Japon,Cerveza Heineken 12 pack 355ml Botella,Botella,12 Pack 355ml,Cuahutemoc,355,159.6,228,2052,492.48,2544.48,615.6,9
2019_INV,Japon,Cerveza Heineken 12 pack 355ml Botella,Botella,12 Pack 355ml,Cuahutemoc,355,159.6,228,1368,328.32,1696.32,410.4,6
2019_PRI,China,Cerveza Heineken 12 pack 355ml Botella,Botella,12 Pack 355ml,Cuahutemoc,355,159.6,228,1824,419.52,2243.52,547.2,8
2019_PRI,China,Cerveza Heineken 12 pack 355ml Botella,Botella,12 Pack 355ml,Cuahutemoc,355,159.6,228,1368,314.64,1682.64,410.4,6
2019_VER,China,Cerveza Heineken 12 pack 355ml Botella,Botella,12 Pack 355ml,Cuahutemoc,355,159.6,228,1368,314.64,1682.64,410.4,6
2019_OTO,China,Cerveza Heineken 12 pack 355ml Botella,Botella,12 Pack 355ml,Cuahutemoc,355,159.6,228,1596,367.08,1963.08,478.8,7
2019_INV,China,Cerveza Heineken 12 pack 355ml Botella,Botella,12 Pack 355ml,Cuahutemoc,355,159.6,228,1140,262.2,1402.2,342,5
2019_PRI,Australia,Cerveza Heineken 12 pack 355ml Botella,Botella,12 Pack 355ml,Cuahutemoc,355,159.6,228,1368,355.68,1723.68,410.4,6
2019_VER,Australia,Cerveza Heineken 12 pack 355ml Botella,Botella,12 Pack 355ml,Cuahutemoc,355,159.6,228,1824,474.24,2298.24,547.2,8
2019_OTO,Australia,Cerveza Heineken 12 pack 355ml Botella,Botella,12 Pack 355ml,Cuahutemoc,355,159.6,228,1368,355.68,1723.68,410.4,6
2017_OTO,Japon,Cerveza Martens 1 Litro,Botella ,1 Litro,Martens,1000,24.5,35,70,16.8,86.8,21,2
2017_OTO,Francia,Cerveza Martens 1 Litro,Botella ,1 Litro,Martens,1000,24.5,35,175,28,203,52.5,5
2017_PRI,Francia,Cerveza Martens 1 Litro,Botella ,1 Litro,Martens,1000,24.5,35,315,50.4,365.4,94.5,9
2017_INV,China,Cerveza Martens 1 Litro,Botella ,1 Litro,Martens,1000,24.5,35,210,48.3,258.3,63,6
2017_VER,Espana,Cerveza Martens 1 Litro,Botella ,1 Litro,Martens,1000,24.5,35,210,42,252,63,6
2017_VER,Francia,Cerveza Martens 1 Litro,Botella ,1 Litro,Martens,1000,24.5,35,280,44.8,324.8,84,8
2017_PRI,Espana,Cerveza Martens 1 Litro,Botella ,1 Litro,Martens,1000,24.5,35,35,7,42,10.5,1
2017_PRI,Japon,Cerveza Martens 1 Litro,Botella ,1 Litro,Martens,1000,24.5,35,140,33.6,173.6,42,4
2018_PRI,Mexico,Cerveza Martens 1 Litro,Botella ,1 Litro,Martens,1000,24.5,35,280,28,308,84,8
2018_OTO,Mexico,Cerveza Martens 1 Litro,Botella ,1 Litro,Martens,1000,24.5,35,315,31.5,346.5,94.5,9
2018_PRI,Estados unidos,Cerveza Martens 1 Litro,Botella ,1 Litro,Martens,1000,24.5,35,280,42,322,84,8
2018_PRI,Estados unidos,Cerveza Martens 1 Litro,Botella ,1 Litro,Martens,1000,24.5,35,70,10.5,80.5,21,2
2018_VER,Estados unidos,Cerveza Martens 1 Litro,Botella ,1 Litro,Martens,1000,24.5,35,105,15.75,120.75,31.5,3
2018_PRI,Francia,Cerveza Martens 1 Litro,Botella ,1 Litro,Martens,1000,24.5,35,70,11.2,81.2,21,2
2018_INV,Francia,Cerveza Martens 1 Litro,Botella ,1 Litro,Martens,1000,24.5,35,140,22.4,162.4,42,4
2018_PRI,Espana,Cerveza Martens 1 Litro,Botella ,1 Litro,Martens,1000,24.5,35,245,49,294,73.5,7
2018_INV,Espana,Cerveza Martens 1 Litro,Botella ,1 Litro,Martens,1000,24.5,35,280,56,336,84,8
2018_INV,Espana,Cerveza Martens 1 Litro,Botella ,1 Litro,Martens,1000,24.5,35,140,28,168,42,4
2018_PRI,China,Cerveza Martens 1 Litro,Botella ,1 Litro,Martens,1000,24.5,35,35,8.05,43.05,10.5,1
2018_PRI,China,Cerveza Martens 1 Litro,Botella ,1 Litro,Martens,1000,24.5,35,350,80.5,430.5,105,10
2018_OTO,China,Cerveza Martens 1 Litro,Botella ,1 Litro,Martens,1000,24.5,35,245,56.35,301.35,73.5,7
2018_INV,China,Cerveza Martens 1 Litro,Botella ,1 Litro,Martens,1000,24.5,35,245,56.35,301.35,73.5,7
2018_VER,Japon,Cerveza Martens 1 Litro,Botella ,1 Litro,Martens,1000,24.5,35,175,42,217,52.5,5
2018_INV,Japon,Cerveza Martens 1 Litro,Botella ,1 Litro,Martens,1000,24.5,35,210,50.4,260.4,63,6
2018_INV,Japon,Cerveza Martens 1 Litro,Botella ,1 Litro,Martens,1000,24.5,35,210,50.4,260.4,63,6
2018_INV,Australia,Cerveza Martens 1 Litro,Botella ,1 Litro,Martens,1000,24.5,35,315,81.9,396.9,94.5,9
2018_INV,Australia,Cerveza Martens 1 Litro,Botella ,1 Litro,Martens,1000,24.5,35,210,54.6,264.6,63,6
2019_VER,Mexico,Cerveza Martens 1 Litro,Botella ,1 Litro,Martens,1000,24.5,35,35,3.5,38.5,10.5,1
2019_OTO,Mexico,Cerveza Martens 1 Litro,Botella ,1 Litro,Martens,1000,24.5,35,210,21,231,63,6
2019_INV,Mexico,Cerveza Martens 1 Litro,Botella ,1 Litro,Martens,1000,24.5,35,105,10.5,115.5,31.5,3
2019_INV,Mexico,Cerveza Martens 1 Litro,Botella ,1 Litro,Martens,1000,24.5,35,70,7,77,21,2
2019_PRI,Estados unidos,Cerveza Martens 1 Litro,Botella ,1 Litro,Martens,1000,24.5,35,350,52.5,402.5,105,10
2019_PRI,Estados unidos,Cerveza Martens 1 Litro,Botella ,1 Litro,Martens,1000,24.5,35,140,21,161,42,4
2019_INV,Estados unidos,Cerveza Martens 1 Litro,Botella ,1 Litro,Martens,1000,24.5,35,140,21,161,42,4
2019__PRI,Francia,Cerveza Martens 1 Litro,Botella ,1 Litro,Martens,1000,24.5,35,175,28,203,52.5,5
2019_VER,Francia,Cerveza Martens 1 Litro,Botella ,1 Litro,Martens,1000,24.5,35,70,11.2,81.2,21,2
2019_OTO,Francia,Cerveza Martens 1 Litro,Botella ,1 Litro,Martens,1000,24.5,35,35,5.6,40.6,10.5,1
2019_INV,Francia,Cerveza Martens 1 Litro,Botella ,1 Litro,Martens,1000,24.5,35,105,16.8,121.8,31.5,3
2019_INV,Francia,Cerveza Martens 1 Litro,Botella ,1 Litro,Martens,1000,24.5,35,210,33.6,243.6,63,6
2019_PRI,Espana,Cerveza Martens 1 Litro,Botella ,1 Litro,Martens,1000,24.5,35,315,63,378,94.5,9
2019_VER,Espana,Cerveza Martens 1 Litro,Botella ,1 Litro,Martens,1000,24.5,35,315,63,378,94.5,9
2019_OTO,Espana,Cerveza Martens 1 Litro,Botella ,1 Litro,Martens,1000,24.5,35,35,7,42,10.5,1
2019_VER,Argentina,Cerveza Martens 1 Litro,Botella ,1 Litro,Martens,1000,24.5,35,280,36.4,316.4,84,8
2019_PRI,Japon,Cerveza Martens 1 Litro,Botella ,1 Litro,Martens,1000,24.5,35,210,50.4,260.4,63,6
2019_VER,Japon,Cerveza Martens 1 Litro,Botella ,1 Litro,Martens,1000,24.5,35,70,16.8,86.8,21,2
2019_VER,Japon,Cerveza Martens 1 Litro,Botella ,1 Litro,Martens,1000,24.5,35,280,67.2,347.2,84,8
2019_VER,Japon,Cerveza Martens 1 Litro,Botella ,1 Litro,Martens,1000,24.5,35,210,50.4,260.4,63,6
2019_VER,Japon,Cerveza Martens 1 Litro,Botella ,1 Litro,Martens,1000,24.5,35,175,42,217,52.5,5
2019_OTO,Japon,Cerveza Martens 1 Litro,Botella ,1 Litro,Martens,1000,24.5,35,280,67.2,347.2,84,8
2019_INV,Japon,Cerveza Martens 1 Litro,Botella ,1 Litro,Martens,1000,24.5,35,315,75.6,390.6,94.5,9
2019_INV,Japon,Cerveza Martens 1 Litro,Botella ,1 Litro,Martens,1000,24.5,35,70,16.8,86.8,21,2
2019_INV,Japon,Cerveza Martens 1 Litro,Botella ,1 Litro,Martens,1000,24.5,35,315,75.6,390.6,94.5,9
2019_INV,Japon,Cerveza Martens 1 Litro,Botella ,1 Litro,Martens,1000,24.5,35,280,67.2,347.2,84,8
2019_PRI,China,Cerveza Martens 1 Litro,Botella ,1 Litro,Martens,1000,24.5,35,140,32.2,172.2,42,4
2019_VER,China,Cerveza Martens 1 Litro,Botella ,1 Litro,Martens,1000,24.5,35,350,80.5,430.5,105,10
2019_OTO,China,Cerveza Martens 1 Litro,Botella ,1 Litro,Martens,1000,24.5,35,280,64.4,344.4,84,8
2019_INV,China,Cerveza Martens 1 Litro,Botella ,1 Litro,Martens,1000,24.5,35,280,64.4,344.4,84,8
2019_VER,Australia,Cerveza Martens 1 Litro,Botella ,1 Litro,Martens,1000,24.5,35,280,72.8,352.8,84,8
2019_OTO,Australia,Cerveza Martens 1 Litro,Botella ,1 Litro,Martens,1000,24.5,35,140,36.4,176.4,42,4
2017_PRI,Mexico,Cerveza Indio 12 pck 355ml,Lata,12 Pack 355ml,Cuahutemoc,355,121.8,174,1566,156.6,1722.6,469.8,9
2017_PRI,Mexico,Cerveza Indio 12 pck 355ml,Lata,12 Pack 355ml,Cuahutemoc,355,121.8,174,1218,121.8,1339.8,365.4,7
2017_PRI,Espana,Cerveza Martens Gold Regular sixpack 330ml,Lata,6 Pack 330ml,Martens,330,55.3,79,316,63.2,379.2,94.8,4
2017_PRI,Estados unidos,Cerveza Martens Gold Regular sixpack 330ml,Lata,6 Pack 330ml,Martens,330,55.3,79,395,59.25,454.25,118.5,5
2017_OTO,Estados unidos,Cerveza Martens Gold Regular sixpack 330ml,Lata,6 Pack 330ml,Martens,330,55.3,79,316,47.4,363.4,94.8,4
2017_OTO,Mexico,Cerveza Martens Gold Regular sixpack 330ml,Lata,6 Pack 330ml,Martens,330,55.3,79,474,47.4,521.4,142.2,6
2017_INV,Francia,Cerveza Indio 12 pck 355ml,Lata,12 Pack 355ml,Cuahutemoc,355,121.8,174,174,27.84,201.84,52.2,1
2017_INV,Australia,Cerveza Corona Light 12pack 355ml,Lata,12 Pack 355ml,Corona,355,96.6,138,276,71.76,347.76,82.8,2
2017_INV,Australia,Cerveza Martens Gold Regular sixpack 330ml,Lata,6 Pack 330ml,Martens,330,55.3,79,395,102.7,497.7,118.5,5
2017_VER,Estados unidos,Cerveza Corona 12pack 355ml,Lata,12 Pack 355ml,Corona,355,97.3,139,139,20.85,159.85,41.7,1
2017_INV,espana,Cerveza Corona Light 12pack 355ml,Lata,12 Pack 355ml,Corona,355,96.6,138,138,27.6,165.6,41.4,1
2017_VER,Estados unidos,Cerveza Tecate Original 12 pack 355ml,Lata,12 Pack 355ml,Cuahutemoc,355,121.8,174,174,26.1,200.1,52.2,1
2017_VER,Mexico,Cerveza Tecate Light 12 pack 355ml,Lata,12 Pack 355ml,Cuahutemoc,355,121.8,174,348,34.8,382.8,104.4,2
2017_PRI,China,Cerveza Indio 12 pck 355ml,Lata,12 Pack 355ml,Cuahutemoc,355,121.8,174,174,40.02,214.02,52.2,1
2017_PRI,China,Cerveza Martens Gold Regular sixpack 330ml,Lata,6 Pack 330ml,Martens,330,55.3,79,237,54.51,291.51,71.1,3
2017_VER,Belgica,Cerveza Martens Gold Regular sixpack 330ml,Lata,6 Pack 330ml,Martens,330,55.3,79,237,42.66,279.66,71.1,3
2017_VER,Japon,Cerveza Corona 12pack 355ml,Lata,12 Pack 355ml,Corona,355,97.3,139,139,33.36,172.36,41.7,1
2017_OTO,Francia,Cerveza Tecate Light 12 pack 355ml,Lata,12 Pack 355ml,Cuahutemoc,355,121.8,174,174,27.84,201.84,52.2,1
2017_INV,Japon,Cerveza XX Laguer lata 12 pack 355ml,Lata,12 Pack 355ml,Cuahutemoc,355,134.4,192,384,92.16,476.16,115.2,2
2017_PRI,Mexico,Cerveza Martens Gold Regular sixpack 330ml,Lata,6 Pack 330ml,Martens,330,55.3,79,395,39.5,434.5,118.5,5
2017_INV,Japon,Cerveza Indio 12 pck 355ml,Lata,12 Pack 355ml,Cuahutemoc,355,121.8,174,348,83.52,431.52,104.4,2
2017_INV,China,Cerveza Tecate Light 12 pack 355ml,Lata,12 Pack 355ml,Cuahutemoc,355,121.8,174,174,40.02,214.02,52.2,1
2017_PRI,Japon,Cerveza Corona 12pack 355ml,Lata,12 Pack 355ml,Corona,355,97.3,139,278,66.72,344.72,83.4,2
2017_PRI,China,Cerveza Martens Gold Regular sixpack 330ml,Lata,6 Pack 330ml,Martens,330,55.3,79,474,109.02,583.02,142.2,6
2018_PRI,Mexico,Cerveza Martens Gold Regular sixpack 330ml,Lata,6 Pack 330ml,Martens,330,55.3,79,474,47.4,521.4,142.2,6
2018_VER,Mexico,Cerveza Corona 12pack 355ml,Lata,12 Pack 355ml,Corona,355,97.3,139,278,27.8,305.8,83.4,2
2018_VER,Mexico,Cerveza Corona 12pack 355ml,Lata,12 Pack 355ml,Corona,355,97.3,139,278,27.8,305.8,83.4,2
2018_VER,Mexico,Cerveza Tecate Original 12 pack 355ml,Lata,12 Pack 355ml,Cuahutemoc,355,121.8,174,174,17.4,191.4,52.2,1
2018_VER,Mexico,Cerveza Tecate Light 12 pack 355ml,Lata,12 Pack 355ml,Cuahutemoc,355,121.8,174,348,34.8,382.8,104.4,2
2018_VER,Mexico,Cerveza Corona 12pack 355ml,Lata,12 Pack 355ml,Corona,355,97.3,139,139,13.9,152.9,41.7,1
2018_INV,Mexico,Cerveza Tecate Original 12 pack 355ml,Lata,12 Pack 355ml,Cuahutemoc,355,121.8,174,348,34.8,382.8,104.4,2
2018_INV,Mexico,Cerveza Tecate Light 12 pack 355ml,Lata,12 Pack 355ml,Cuahutemoc,355,121.8,174,348,34.8,382.8,104.4,2
2018_INV,Mexico,Cerveza Corona Light 12pack 355ml,Lata,12 Pack 355ml,Corona,355,96.6,138,276,27.6,303.6,82.8,2
2018_INV,Mexico,Cerveza XX Laguer lata 12 pack 355ml,Lata,12 Pack 355ml,Cuahutemoc,355,134.4,192,192,19.2,211.2,57.6,1
2018_PRI,Estados unidos,Cerveza Indio 12 pck 355ml,Lata,12 Pack 355ml,Cuahutemoc,355,121.8,174,174,26.1,200.1,52.2,1
2018_PRI,Estados unidos,Cerveza Tecate Original 12 pack 355ml,Lata,12 Pack 355ml,Cuahutemoc,355,121.8,174,348,52.2,400.2,104.4,2
2018_VER,Estados unidos,Cerveza Martens Gold Regular sixpack 330ml,Lata,6 Pack 330ml,Martens,330,55.3,79,79,11.85,90.85,23.7,1
2018_VER,Estados unidos,Cerveza XX Laguer lata 12 pack 355ml,Lata,12 Pack 355ml,Cuahutemoc,355,134.4,192,384,57.6,441.6,115.2,2
2018_VER,Estados unidos,Cerveza Tecate Original 12 pack 355ml,Lata,12 Pack 355ml,Cuahutemoc,355,121.8,174,174,26.1,200.1,52.2,1
2018_OTO,Estados unidos,Cerveza Martens Gold Regular sixpack 330ml,Lata,6 Pack 330ml,Martens,330,55.3,79,474,71.1,545.1,142.2,6
2018_OTO,Estados unidos,Cerveza Tecate Original 12 pack 355ml,Lata,12 Pack 355ml,Cuahutemoc,355,121.8,174,174,26.1,200.1,52.2,1
2018_VER,Francia,Cerveza Martens Gold Regular sixpack 330ml,Lata,6 Pack 330ml,Martens,330,55.3,79,79,12.64,91.64,23.7,1
2018_OTO,Francia,Cerveza Martens Gold Regular sixpack 330ml,Lata,6 Pack 330ml,Martens,330,55.3,79,158,25.28,183.28,47.4,2
2018_INV,Francia,Cerveza Martens Gold Regular sixpack 330ml,Lata,6 Pack 330ml,Martens,330,55.3,79,474,75.84,549.84,142.2,6
2018_INV,Francia,Cerveza Martens Gold Regular sixpack 330ml,Lata,6 Pack 330ml,Martens,330,55.3,79,79,12.64,91.64,23.7,1
2018_PRI,Espana,Cerveza Corona Light 12pack 355ml,Lata,12 Pack 355ml,Corona,355,96.6,138,276,55.2,331.2,82.8,2
2018_PRI,Espana,Cerveza Martens Gold Regular sixpack 330ml,Lata,6 Pack 330ml,Martens,330,55.3,79,79,15.8,94.8,23.7,1
2018_VER,Espana,Cerveza XX Laguer lata 12 pack 355ml,Lata,12 Pack 355ml,Cuahutemoc,355,134.4,192,384,76.8,460.8,115.2,2
2018_VER,Espana,Cerveza Corona 12pack 355ml,Lata,12 Pack 355ml,Corona,355,97.3,139,139,27.8,166.8,41.7,1
2018_INV,Espana,Cerveza Martens Gold Regular sixpack 330ml,Lata,6 Pack 330ml,Martens,330,55.3,79,395,79,474,118.5,5
2018_INV,Espana,Cerveza XX Laguer lata 12 pack 355ml,Lata,12 Pack 355ml,Cuahutemoc,355,134.4,192,384,76.8,460.8,115.2,2
2018_INV,Espana,Cerveza Martens Gold Regular sixpack 330ml,Lata,6 Pack 330ml,Martens,330,55.3,79,395,79,474,118.5,5
2018_PRI,China,Cerveza Martens Gold Regular sixpack 330ml,Lata,6 Pack 330ml,Martens,330,55.3,79,395,90.85,485.85,118.5,5
2018_VER,China,Cerveza Corona Light 12pack 355ml,Lata,12 Pack 355ml,Corona,355,96.6,138,276,63.48,339.48,82.8,2
2018_VER,China,Cerveza Corona 12pack 355ml,Lata,12 Pack 355ml,Corona,355,97.3,139,417,95.91,512.91,125.1,3
2018_PRI,Japon,Cerveza Martens Gold Regular sixpack 330ml,Lata,6 Pack 330ml,Martens,330,55.3,79,395,94.8,489.8,118.5,5
2018_PRI,Japon,Cerveza Corona 12pack 355ml,Lata,12 Pack 355ml,Corona,355,97.3,139,278,66.72,344.72,83.4,2
2018_PRI,Japon,Cerveza Corona Light 12pack 355ml,Lata,12 Pack 355ml,Corona,355,96.6,138,138,33.12,171.12,41.4,1
2018_OTO,Japon,Cerveza Corona 12pack 355ml,Lata,12 Pack 355ml,Corona,355,97.3,139,139,33.36,172.36,41.7,1
2018_OTO,Japon,Cerveza Corona 12pack 355ml,Lata,12 Pack 355ml,Corona,355,97.3,139,278,66.72,344.72,83.4,2
2018_INV,Japon,Cerveza Corona Light 12pack 355ml,Lata,12 Pack 355ml,Corona,355,96.6,138,414,99.36,513.36,124.2,3
2018_INV,Japon,Cerveza Corona 12pack 355ml,Lata,12 Pack 355ml,Corona,355,97.3,139,278,66.72,344.72,83.4,2
2018_INV,Japon,Cerveza XX Laguer lata 12 pack 355ml,Lata,12 Pack 355ml,Cuahutemoc,355,134.4,192,384,92.16,476.16,115.2,2
2018_VER,Argentina,Cerveza XX Laguer lata 12 pack 355ml,Lata,12 Pack 355ml,Cuahutemoc,355,134.4,192,192,24.96,216.96,57.6,1
2018_VER,Argentina,Cerveza Indio 12 pck 355ml,Lata,12 Pack 355ml,Cuahutemoc,355,121.8,174,348,45.24,393.24,104.4,2
2018_INV,Argentina,Cerveza Martens Gold Regular sixpack 330ml,Lata,6 Pack 330ml,Martens,330,55.3,79,395,51.35,446.35,118.5,5
2018_INV,Argentina,Cerveza Martens Gold Regular sixpack 330ml,Lata,6 Pack 330ml,Martens,330,55.3,79,474,61.62,535.62,142.2,6
2018_INV,Argentina,Cerveza XX Laguer lata 12 pack 355ml,Lata,12 Pack 355ml,Cuahutemoc,355,134.4,192,384,49.92,433.92,115.2,2
2018_VER,Australia,Cerveza Tecate Original 12 pack 355ml,Lata,12 Pack 355ml,Cuahutemoc,355,121.8,174,348,90.48,438.48,104.4,2
2018_VER,Australia,Cerveza Tecate Light 12 pack 355ml,Lata,12 Pack 355ml,Cuahutemoc,355,121.8,174,348,90.48,438.48,104.4,2
2018_INV,Australia,Cerveza XX Laguer lata 12 pack 355ml,Lata,12 Pack 355ml,Cuahutemoc,355,134.4,192,192,49.92,241.92,57.6,1
2018_INV,Australia,Cerveza Martens Gold Regular sixpack 330ml,Lata,6 Pack 330ml,Martens,330,55.3,79,79,20.54,99.54,23.7,1
2018_INV,Australia,Cerveza Martens Gold Regular sixpack 330ml,Lata,6 Pack 330ml,Martens,330,55.3,79,158,41.08,199.08,47.4,2
2018_PRI,Belgica,Cerveza XX Laguer lata 12 pack 355ml,Lata,12 Pack 355ml,Cuahutemoc,355,134.4,192,192,34.56,226.56,57.6,1
2018_PRI,Belgica,Cerveza Tecate Original 12 pack 355ml,Lata,12 Pack 355ml,Cuahutemoc,355,121.8,174,348,62.64,410.64,104.4,2
2018_PRI,Belgica,Cerveza Corona Light 12pack 355ml,Lata,12 Pack 355ml,Corona,355,96.6,138,414,74.52,488.52,124.2,3
2018_INV,Belgica,Cerveza Corona Light 12pack 355ml,Lata,12 Pack 355ml,Corona,355,96.6,138,276,49.68,325.68,82.8,2
2018_INV,Belgica,Cerveza Corona Light 12pack 355ml,Lata,12 Pack 355ml,Corona,355,96.6,138,414,74.52,488.52,124.2,3
2018_INV,Belgica,Cerveza Corona Light 12pack 355ml,Lata,12 Pack 355ml,Corona,355,96.6,138,276,49.68,325.68,82.8,2
2019_PRI,Mexico,Cerveza Tecate Light 12 pack 355ml,Lata,12 Pack 355ml,Cuahutemoc,355,121.8,174,348,34.8,382.8,104.4,2
2019_VER,Mexico,Cerveza Corona Light 12pack 355ml,Lata,12 Pack 355ml,Corona,355,96.6,138,138,13.8,151.8,41.4,1
2019_VER,Mexico,Cerveza Corona Light 12pack 355ml,Lata,12 Pack 355ml,Corona,355,96.6,138,276,27.6,303.6,82.8,2
2019_VER,Mexico,Cerveza Tecate Original 12 pack 355ml,Lata,12 Pack 355ml,Cuahutemoc,355,121.8,174,174,17.4,191.4,52.2,1
2019_VER,Mexico,Cerveza Indio 12 pck 355ml,Lata,12 Pack 355ml,Cuahutemoc,355,121.8,174,348,34.8,382.8,104.4,2
2019_VER,Mexico,Cerveza Indio 12 pck 355ml,Lata,12 Pack 355ml,Cuahutemoc,355,121.8,174,174,17.4,191.4,52.2,1
2019_VER,Mexico,Cerveza Tecate Original 12 pack 355ml,Lata,12 Pack 355ml,Cuahutemoc,355,121.8,174,348,34.8,382.8,104.4,2
2019_VER,Mexico,Cerveza Martens Gold Regular sixpack 330ml,Lata,6 Pack 330ml,Martens,330,55.3,79,474,47.4,521.4,142.2,6
2019_VER,Mexico,Cerveza Indio 12 pck 355ml,Lata,12 Pack 355ml,Cuahutemoc,355,121.8,174,348,34.8,382.8,104.4,2
